District,Ward,House_type,Legal,Floors,Bedrooms,Area,Price_per_m2,Total_Price_Billion
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,54.0,42.59,2.2998600000000002
Hai Bà Trưng,Phố Huế,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,66.0,82.58,5.450279999999999
Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,20.0,82.5,1.65
Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Dang_cap_nhat,5.0,4.0,32.0,86.88,2.78016
Đống Đa,Phương Liên,"Nhà mặt phố, mặt tiền",Đang chờ sổ,5.0,3.0,32.0,146.88,4.7001599999999994
Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,51.0,82.35,4.19985
Hai Bà Trưng,Phạm Đình Hổ,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,56.0,70.54,3.9502400000000004
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,42.0,90.48,3.8001600000000004
Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,42.0,78.57,3.2999399999999994
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,56.0,73.21,4.099759999999999
Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,56.0,116.07,6.49992
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,87.5,2.8
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,48.0,102.08,4.89984
Hoàng Mai,Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,1.0,70.0,125.71,8.7997
Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,36.0,77.78,2.80008
Nam Từ Liêm,Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,79.17,2.85012
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,89.47,3.3998600000000003
Hai Bà Trưng,Thanh Lương,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,27.0,85.19,2.3001300000000002
Hoàn Kiếm,Cửa Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,100.0,300.0,30.0
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,25.0,90.0,2.25
Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,88.89,4.00005
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,66.0,78.79,5.20014
Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,27.0,94.44,2.54988
Hà Đông,Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,31.0,50.0,1.55
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,65.0,80.0,5.2
Hai Bà Trưng,Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,31.0,103.23,3.20013
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,45.0,133.33,5.99985
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,45.0,124.44,5.5998
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,37.0,91.89,3.39993
Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,60.0,200.0,12.0
Đống Đa,Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,28.0,78.57,2.19996
Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,33.0,209.09,6.899970000000001
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,53.0,81.13,4.2998899999999995
Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,81.58,3.10004
Hoàng Mai,Thịnh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,30.0,98.33,2.9499
Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,6.0,8.0,50.0,67.8,3.39
Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,56.0,89.29,5.000240000000001
Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,80.0,43.75,3.5
Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5.0,8.0,52.0,130.77,6.800040000000001
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,48.0,83.33,3.9998400000000003
Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,70.0,75.71,5.2997
Hoàng Mai,Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,42.0,79.76,3.34992
Nam Từ Liêm,Phú Đô,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,58.0,98.28,5.70024
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,6.0,5.0,40.0,140.0,5.6
Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,113.33,3.3999
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,82.5,3.3
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,50.0,43.0,2.15
Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,45.0,111.11,4.99995
Đống Đa,Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,40.0,140.0,5.6
Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,35.0,121.43,4.25005
Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,32.0,101.56,3.24992
Hà Đông,Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,60.0,106.67,6.4002
Long Biên,Thượng Thanh,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,57.0,64.91,3.6998699999999998
Huyện Đông Anh,Thị trấn Đông Anh,Nhà phố liền kề,Đã có sổ,5.0,6.0,75.0,31.71,2.37825
Hai Bà Trưng,Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,34.0,97.06,3.30004
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,42.0,94.05,3.9501
Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,53.0,95.28,5.0498400000000006
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,6.0,3.0,48.0,197.92,9.50016
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,83.53,2.84002
Long Biên,Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,55.0,112.73,6.200150000000001
Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,5.0,8.0,90.0,58.89,5.3001000000000005
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Giấy tờ khác,1.0,1.0,20.0,40.0,0.8
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đang chờ sổ,5.0,6.0,32.0,106.25,3.4
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,36.0,88.89,3.20004
Hà Đông,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,45.53,1.73014
Huyện Thanh Trì,Thị trấn Văn Điển,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,36.0,105.56,3.80016
Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,60.0,75.0,4.5
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,32.0,106.25,3.4
Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,42.0,188.1,7.9002
Đống Đa,Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,48.0,97.92,4.7001599999999994
Thanh Xuân,Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,42.0,141.67,5.950139999999999
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,52.0,201.92,10.49984
Cầu Giấy,Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,60.0,300.0,18.0
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,35.0,100.0,3.5
Hoàng Mai,Tân Mai,Nhà phố liền kề,Đã có sổ,3.0,3.0,60.0,165.0,9.9
Long Biên,Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,33.0,92.42,3.0498600000000002
Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,38.0,103.95,3.9501
Huyện Hoài Đức,An Thượng,"Nhà ngõ, hẻm",Đã có sổ,1.0,2.0,73.0,21.92,1.60016
Hà Đông,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,36.0,58.33,2.09988
Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,31.0,80.65,2.50015
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,97.5,3.9
Long Biên,Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,35.0,71.43,2.5000500000000003
Thanh Xuân,Thanh Xuân Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,7.0,52.0,298.08,15.50016
Huyện Hoài Đức,Kim Chung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,52.86,1.8500999999999999
Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,47.0,125.53,5.89991
Long Biên,Thượng Thanh,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,75.0,121.33,9.09975
Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,6.0,10.0,66.0,210.61,13.90026
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,35.0,57.14,1.9999
Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,70.0,107.14,7.4998000000000005
Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,92.86,3.2500999999999998
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,78.57,2.7499499999999997
Ba Đình,Đội Cấn,Nhà biệt thự,Đã có sổ,4.0,5.0,160.0,200.0,32.0
Cầu Giấy,Nghĩa Đô,"Nhà mặt phố, mặt tiền",Dang_cap_nhat,4.0,4.0,52.0,165.38,8.59976
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,68.33,2.0499
Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,22.0,125.0,2.75
Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,54.0,64.81,3.49974
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,60.0,133.33,7.999800000000001
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,48.0,61.46,2.95008
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,39.0,44.87,1.7499299999999998
Thanh Xuân,Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,98.75,3.95
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,57.0,71.93,4.10001
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,36.0,116.67,4.20012
Long Biên,Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,35.0,76.57,2.67995
Ba Đình,Đội Cấn,Nhà biệt thự,Đã có sổ,4.0,5.0,160.0,20.0,3.2
Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,28.0,37.5,1.05
Thị xã Sơn Tây,Phú Thịnh,Nhà phố liền kề,Đã có sổ,2.0,4.0,86.0,14.53,1.24958
Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,3.0,47.0,51.06,2.39982
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,10.0,65.0,150.77,9.80005
Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Dang_cap_nhat,5.0,4.0,60.0,127.5,7.65
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,53.33,1.5998999999999999
Long Biên,Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,30.0,61.67,1.8501
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,48.0,114.58,5.49984
Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,78.13,2.5001599999999997
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,35.0,100.0,3.5
Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,50.0,74.0,3.7
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,36.0,88.89,3.20004
Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,32.0,90.63,2.90016
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,8.0,5.0,45.0,84.44,3.7998
Thanh Xuân,Nhân Chính,"Nhà mặt phố, mặt tiền",Dang_cap_nhat,7.0,4.0,33.0,127.27,4.19991
Hà Đông,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,83.75,3.35
Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,44.0,67.05,2.9501999999999997
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,80.3,2.6499
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,137.14,4.7999
Hoàn Kiếm,Hàng Mã,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,45.0,333.33,14.999849999999999
Nam Từ Liêm,Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,19.0,142.11,2.7000900000000003
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,61.0,54.1,3.3001
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,38.0,73.16,2.78008
Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,36.0,76.39,2.75004
Tây Hồ,Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,51.0,80.39,4.09989
Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,6.0,10.0,50.0,100.0,5.0
Đống Đa,Cát Linh,"Nhà ngõ, hẻm",Đã có sổ,6.0,7.0,120.0,150.0,18.0
Hai Bà Trưng,Đống Mác,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,70.0,142.86,10.000200000000001
Bắc Từ Liêm,Đức Thắng,"Nhà ngõ, hẻm",Đã có sổ,2.0,4.0,101.0,46.53,4.699529999999999
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,75.0,2.4
Hoàng Mai,Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,75.0,146.67,11.000249999999998
Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,36.0,88.89,3.20004
Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,6.0,10.0,80.0,91.25,7.3
Long Biên,Sài Đồng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,82.0,40.24,3.2996800000000004
Hoàn Kiếm,Cửa Đông,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,13.0,89.23,1.15999
Hai Bà Trưng,Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,48.57,1.69995
Đống Đa,Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,10.0,165.0,321.21,52.999649999999995
Đống Đa,Thịnh Quang,Nhà biệt thự,Đã có sổ,5.0,4.0,80.0,122.5,9.8
Hai Bà Trưng,Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,52.0,83.65,4.3498
Long Biên,Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,40.0,62.5,2.5
Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,2.0,40.0,80.0,3.2
Thanh Xuân,Khương Đình,Nhà phố liền kề,Đã có sổ,5.0,3.0,45.0,94.44,4.2498000000000005
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,36.0,88.89,3.20004
Hà Đông,Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,35.0,84.29,2.9501500000000003
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,80.0,2.8
Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,25.0,79.96,1.9989999999999997
Hoàng Mai,Mai Động,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,91.43,3.20005
Cầu Giấy,Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,5.0,60.0,300.0,18.0
Hà Đông,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,46.05,1.7498999999999998
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,91.67,2.7500999999999998
Ba Đình,Cống Vị,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,35.0,77.14,2.6999
Thanh Xuân,Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,61.0,53.28,3.25008
Hoàng Mai,Mai Động,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,72.37,2.7500600000000004
Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,115.0,3.45
Hai Bà Trưng,Lê Đại Hành,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,18.0,116.67,2.10006
Ba Đình,Vĩnh Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,5.0,100.0,58.0,5.8
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,20.0,67.5,1.35
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,30.0,62.0,1.86
Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,5.0,8.0,55.0,158.18,8.6999
Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,60.0,120.0,7.2
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,36.0,83.33,2.99988
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,59.0,88.98,5.249820000000001
Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,104.29,3.65015
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,45.0,81.11,3.64995
Ba Đình,Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,46.0,163.04,7.499839999999999
Hai Bà Trưng,Quỳnh Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,50.0,214.0,10.7
Ba Đình,Giảng Võ,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,55.0,62.73,3.45015
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,7.0,4.0,55.0,192.73,10.60015
Hà Đông,Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,10.0,52.0,126.92,6.59984
Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,38.0,54.74,2.08012
Hoàng Mai,Lĩnh Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,34.0,80.88,2.74992
Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,38.0,89.47,3.3998600000000003
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,38.0,80.26,3.04988
Long Biên,Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,70.0,50.0,3.5
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,36.0,58.33,2.09988
Hai Bà Trưng,Thanh Lương,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,40.0,123.75,4.95
Đống Đa,Phương Mai,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,3.0,35.0,71.43,2.5000500000000003
Hà Đông,Phú La,Nhà phố liền kề,Đã có sổ,4.0,5.0,90.0,83.33,7.4997
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,26.0,71.15,1.8499
Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,40.0,57.5,2.3
Đống Đa,Kim Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,51.0,331.37,16.89987
Long Biên,Phúc Đồng,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,45.0,56.67,2.55015
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,45.0,83.33,3.74985
Hai Bà Trưng,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,37.0,82.43,3.04991
Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,45.0,88.89,4.00005
Thanh Xuân,Phương Liệt,Nhà biệt thự,Đã có sổ,4.0,3.0,51.0,152.94,7.799939999999999
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,28.0,92.86,2.6000799999999997
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,31.0,122.58,3.79998
Ba Đình,Kim Mã,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,60.0,400.0,24.0
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,50.0,78.0,3.9
Long Biên,Phúc Lợi,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,36.0,58.33,2.09988
Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,50.0,54.0,2.7
Huyện Hoài Đức,Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,30.0,54.33,1.6299
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,91.43,3.20005
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,64.0,70.31,4.49984
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,76.32,2.90016
Thanh Xuân,Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,108.0,115.74,12.49992
Hà Đông,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,30.0,71.67,2.1501
Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,51.0,72.55,3.7000499999999996
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,100.0,65.0,6.5
Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,91.43,3.20005
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,108.33,3.2499000000000002
Hà Đông,Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,6.0,64.0,257.81,16.49984
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,58.0,65.52,3.80016
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Dang_cap_nhat,6.0,6.0,52.0,203.85,10.6002
Long Biên,Việt Hưng,Nhà biệt thự,Đã có sổ,4.0,4.0,198.0,90.4,17.8992
Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,100.0,65.0,6.5
Thanh Xuân,Thượng Đình,"Nhà ngõ, hẻm",Dang_cap_nhat,5.0,4.0,37.0,94.59,3.4998299999999998
Nam Từ Liêm,Đại Mỗ,Nhà biệt thự,Đã có sổ,4.0,4.0,98.0,69.39,6.80022
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,32.0,100.0,3.2
Hoàn Kiếm,Hàng Đào,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,13.0,84.62,1.10006
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đang chờ sổ,5.0,5.0,50.0,93.0,4.65
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,84.21,3.1999799999999996
Hà Đông,La Khê,Nhà phố liền kề,Đã có sổ,5.0,4.0,50.0,120.0,6.0
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,24.0,77.08,1.84992
Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,37.0,79.73,2.9500100000000002
Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,38.0,118.42,4.49996
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,50.0,99.4,4.97
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Dang_cap_nhat,5.0,4.0,40.0,92.5,3.7
Đống Đa,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,5.0,55.0,192.73,10.60015
