District,Ward,House_type,Legal,Floors,Bedrooms,Area,Price_per_m2,Total_Price_Billion
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,120.0,3.6
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,97.06,3.30004
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,98.33,2.9499
Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,33.0,83.33,2.7498899999999997
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,36.0,40.28,1.45008
Nam Từ Liêm,Mỹ Đình 1,Nhà biệt thự,Đã có sổ,4.0,6.0,138.0,177.54,24.50052
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,40.5,1.62
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,36.0,69.44,2.4998400000000003
Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,80.0,175.0,14.0
Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,43.0,60.47,2.60021
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,38.0,88.16,3.3500799999999997
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,40.0,1.4
Bắc Từ Liêm,Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,47.0,63.83,3.0000099999999996
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,81.43,2.85005
Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,88.89,3.20004
Hoàng Mai,Định Công,Nhà phố liền kề,Đã có sổ,4.0,4.0,76.0,117.11,8.900360000000001
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,48.0,143.75,6.9
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,33.0,65.15,2.1499500000000005
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,26.0,101.92,2.6499200000000003
Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,22.0,113.64,2.50008
Hoàng Mai,Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,25.0,96.0,2.4
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,64.0,2.88
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,55.94,1.79008
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,67.65,2.3001000000000005
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,31.0,66.13,2.0500299999999996
Tây Hồ,Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,37.0,79.73,2.9500100000000002
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,80.0,2.8
Hà Đông,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,32.0,52.81,1.68992
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,80.0,3.2
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,33.0,81.82,2.70006
Huyện Chương Mỹ,Thị trấn Chúc Sơn,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,82.0,23.78,1.9499600000000001
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,8.0,3.0,25.0,96.0,2.4
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,45.0,73.33,3.2998499999999997
Huyện Gia Lâm,Kiêu Kỵ,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,1.0,86.0,37.79,3.24994
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,35.0,71.43,2.5000500000000003
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,65.14,2.2799
Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,73.44,2.3500799999999997
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,22.0,84.09,1.84998
Ba Đình,Liễu Giai,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,5.0,42.0,366.67,15.40014
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,53.0,88.68,4.7000399999999996
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,35.0,45.71,1.5998500000000002
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,36.84,1.39992
Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,47.3,46.81,2.2141129999999998
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,75.0,2.25
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,73.33,2.1999
Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,46.0,52.17,2.39982
Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,32.0,90.63,2.90016
Cầu Giấy,Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,4.0,50.0,240.0,12.0
Đống Đa,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,8.0,7.0,85.0,276.47,23.499950000000002
Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,25.0,78.0,1.95
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,54.0,67.59,3.6498600000000003
Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4.0,6.0,60.0,75.0,4.5
Đống Đa,Cát Linh,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,5.0,87.0,212.64,18.49968
Hoàng Mai,Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,5.0,42.0,142.86,6.000120000000001
Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,50.0,86.0,4.3
Hà Đông,La Khê,Nhà phố liền kề,Đã có sổ,5.0,5.0,50.0,121.0,6.05
Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,53.0,75.471,3.999963
Ba Đình,Liễu Giai,"Nhà ngõ, hẻm",Dang_cap_nhat,5.0,3.0,30.0,98.33,2.9499
Hai Bà Trưng,Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,32.0,117.19,3.75008
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,26.0,100.0,2.6
Hà Đông,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,60.0,2.1
Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,39.0,76.92,2.99988
Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,55.0,72.73,4.00015
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,40.5,1.62
Cầu Giấy,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,134.38,4.30016
Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,35.0,88.57,3.0999499999999998
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,62.86,2.2001
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,82.86,2.9001
Bắc Từ Liêm,Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,47.0,72.34,3.3999800000000002
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,103.03,3.3999900000000003
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,60.0,2.1
Nam Từ Liêm,Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,52.0,45.19,2.34988
Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,37.0,78.38,2.90006
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,6.0,4.0,38.0,92.11,3.50018
Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,70.0,82.86,5.8002
Ba Đình,Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,60.0,166.67,10.0002
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,62.0,114.52,7.100239999999999
Ba Đình,Thành Công,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,50.0,140.0,7.0
Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,112.5,4.5
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,71.67,2.1501
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,50.0,64.0,3.2
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,140.0,4.9
Ba Đình,Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,34.0,94.12,3.20008
Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,34.0,71.18,2.4201200000000003
Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,25.0,68.0,1.7
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,25.0,118.0,2.95
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,50.0,72.0,3.6
Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,103.33,4.649850000000001
Hà Đông,Yết Kiêu,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,98.33,2.9499
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,33.0,72.73,2.40009
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,42.0,100.0,4.2
Nam Từ Liêm,Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,35.0,80.0,2.8
Hoàn Kiếm,Cửa Đông,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,20.0,550.0,11.0
Đống Đa,Trung Phụng,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,3.0,25.0,100.0,2.5
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,53.0,1.59
Long Biên,Thạch Bàn,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,2.0,25.0,122.0,3.05
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,100.0,3.2
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,34.0,73.53,2.50002
Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,57.0,51.75,2.94975
Hai Bà Trưng,Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,115.15,3.7999500000000004
Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,95.0,2.85
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,53.0,90.57,4.80021
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,35.0,88.57,3.0999499999999998
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,48.0,93.75,4.5
Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,47.0,78.72,3.69984
Long Biên,Giang Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,40.0,95.0,3.8
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,107.89,4.099819999999999
Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,71.43,2.5000500000000003
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,45.0,44.44,1.9998
Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,52.0,103.85,5.4002
Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,21.0,78.57,1.6499699999999997
Long Biên,Long Biên,"Nhà ngõ, hẻm",Giấy tờ khác,4.0,3.0,52.0,54.81,2.85012
Long Biên,Long Biên,"Nhà mặt phố, mặt tiền",Đang chờ sổ,5.0,4.0,30.0,91.67,2.7500999999999998
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,36.0,40.28,1.45008
Thanh Xuân,Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,39.0,82.05,3.19995
Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,25.0,79.2,1.98
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,45.0,66.67,3.00015
Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,68.75,2.75
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,33.0,66.67,2.20011
Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,38.0,105.26,3.99988
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,75.0,3.0
Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,75.0,2.4
Tây Hồ,Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,42.0,107.14,4.49988
Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,41.0,43.9,1.7998999999999998
Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,87.5,3.5
Hoàn Kiếm,Chương Dương,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,66.0,75.76,5.000160000000001
Bắc Từ Liêm,Xuân Đỉnh,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,38.0,92.11,3.50018
Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,82.86,2.9001
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,38.0,92.11,3.50018
Nam Từ Liêm,Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,83.87,2.5999700000000003
Hai Bà Trưng,Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,45.0,82.22,3.6999
Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,6.0,3.0,36.0,161.11,5.799960000000001
Nam Từ Liêm,Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,74.19,2.29989
Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,46.0,80.43,3.69978
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,1.0,2.0,46.0,43.48,2.00008
Hà Đông,Phúc La,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,85.71,2.99985
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,39.0,42.31,1.65009
Hoàng Mai,Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,33.0,56.06,1.84998
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,60.0,93.33,5.5998
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,87.5,3.5
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,24.0,72.92,1.7500799999999999
Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,110.0,3.85
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,33.1,74.24,2.457344
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,39.8,41.54,1.653292
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,105.71,3.69985
Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,40.0,91.25,3.65
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,37.0,37.84,1.4000800000000002
Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,111.11,4.99995
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,87.5,2.8
Đống Đa,Cát Linh,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,50.0,200.0,10.0
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,75.71,2.64985
Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,30.0,110.0,3.3
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,40.0,90.0,3.6
Ba Đình,Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,80.0,2.8
Nam Từ Liêm,Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,79.03,2.4499299999999997
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,32.0,70.31,2.24992
Hà Đông,Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,33.0,28.79,0.95007
Bắc Từ Liêm,Thượng Cát,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,32.0,45.31,1.44992
Ba Đình,Phúc Xá,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,8.0,50.0,218.0,10.9
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,42.0,76.19,3.19998
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,50.0,110.0,5.5
Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,33.0,157.58,5.20014
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,36.0,86.11,3.09996
Ba Đình,Phúc Xá,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,107.14,3.7499000000000002
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,34.0,79.41,2.6999400000000002
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,45.0,75.56,3.4002000000000003
Huyện Thanh Trì,Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,39.0,79.49,3.1001099999999995
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,96.97,3.20001
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,44.0,113.64,5.00016
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,67.14,2.3499
Hà Đông,Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,37.0,45.68,1.69016
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,59.0,74.58,4.40022
Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,45.0,118.89,5.35005
Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,7.0,6.0,65.0,200.0,13.0
Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,30.0,78.33,2.3499
Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,22.0,88.64,1.95008
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,7.0,5.0,38.0,197.37,7.50006
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,40.0,90.0,3.6
Hà Đông,Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,4.0,120.0,58.33,6.999599999999999
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,87.5,3.5
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,102.86,3.6001
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,42.0,80.95,3.3999
Ba Đình,Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,35.0,145.71,5.09985
Hà Đông,Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,36.0,76.39,2.75004
Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,88.57,3.0999499999999998
Hoàng Mai,Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,35.0,105.71,3.69985
Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,40.0,97.5,3.9
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,32.0,93.75,3.0
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,33.0,78.79,2.60007
Đống Đa,Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,34.0,100.0,3.4
Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,48.0,110.42,5.30016
Thanh Xuân,Phương Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,2.0,57.0,61.4,3.4997999999999996
Hoàng Mai,Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,39.0,71.79,2.7998100000000004
Hoàng Mai,Thanh Trì,Nhà phố liền kề,Đã có sổ,5.0,3.0,33.0,77.27,2.5499099999999997
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,41.0,39.02,1.5998200000000002
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,95.45,3.14985
Hà Đông,Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,35.0,80.0,2.8
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,25.0,80.0,2.0
Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,54.0,81.48,4.39992
Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,45.0,78.89,3.55005
Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,7.0,4.0,42.0,226.19,9.499979999999999
Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,52.0,54.81,2.85012
Long Biên,Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,31.0,63.87,1.97997
Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,106.67,3.2001
Tây Hồ,Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,5.0,7.0,45.0,82.22,3.6999
Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,61.0,74.59,4.54999
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,31.0,45.16,1.3999599999999999
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,96.97,3.20001
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,46.0,65.22,3.00012
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,70.0,2.8
Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,88.57,3.0999499999999998
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,100.0,3.3
Đống Đa,Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,35.0,94.29,3.30015
Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,42.0,123.81,5.20002
Nam Từ Liêm,Phú Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,84.85,2.8000499999999997
Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,16.0,130.63,2.09008
Đống Đa,Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,113.0,141.59,15.99967
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,93.94,3.1000199999999998
Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,47.0,63.83,3.0000099999999996
Thanh Xuân,Thanh Xuân Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,70.0,221.43,15.5001
Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,83.0,91.57,7.6003099999999995
Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,43.0,69.77,3.00011
Hoàng Mai,Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,48.0,67.71,3.25008
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,2.0,11.0,122.73,1.35003
Hoàng Mai,Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,75.0,146.67,11.000249999999998
